age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y
21.000000	Private	223811.000000	Assoc-voc	11.000000	Never-married	Exec-managerial	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
44.000000	Federal-gov	280362.000000	Assoc-acdm	12.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
40.000000	Private	321758.000000	HS-grad	9.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
34.000000	Private	144949.000000	10th	6.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	45.000000	United-States	>50K
39.000000	Private	211440.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	50.000000	United-States	>50K
44.000000	Private	111275.000000	HS-grad	9.000000	Never-married	Other-service	Unmarried	Black	Female	0.000000	0.000000	38.000000	United-States	<=50K
37.000000	Private	259785.000000	Masters	14.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	50.000000	United-States	>50K
41.000000	Private	128354.000000	Bachelors	13.000000	Married-civ-spouse	Tech-support	Wife	White	Female	0.000000	0.000000	25.000000	United-States	>50K
22.000000	Private	199555.000000	Some-college	10.000000	Never-married	Farming-fishing	Own-child	White	Male	0.000000	0.000000	25.000000	United-States	<=50K
28.000000	Private	38918.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	50.000000	Germany	>50K
39.000000	Private	114079.000000	Assoc-acdm	12.000000	Never-married	Craft-repair	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
33.000000	Private	376483.000000	Some-college	10.000000	Divorced	Adm-clerical	Not-in-family	Black	Female	0.000000	0.000000	40.000000	United-States	<=50K
52.000000	Private	204322.000000	Assoc-voc	11.000000	Married-civ-spouse	Tech-support	Husband	White	Male	5013.000000	0.000000	40.000000	United-States	<=50K
52.000000	State-gov	303462.000000	Some-college	10.000000	Separated	Protective-serv	Unmarried	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
59.000000	?	93655.000000	Some-college	10.000000	Married-civ-spouse	?	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
48.000000	Local-gov	85341.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	45.000000	United-States	<=50K
26.000000	State-gov	208122.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000000	0.000000	15.000000	United-States	<=50K
28.000000	Private	259840.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	60.000000	United-States	>50K
27.000000	Private	168827.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
27.000000	Private	151382.000000	7th-8th	4.000000	Divorced	Machine-op-inspct	Unmarried	White	Male	0.000000	974.000000	40.000000	United-States	<=50K
56.000000	Private	160932.000000	HS-grad	9.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	44.000000	United-States	>50K
37.000000	Self-emp-not-inc	24106.000000	HS-grad	9.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
23.000000	Private	200207.000000	HS-grad	9.000000	Divorced	Handlers-cleaners	Own-child	White	Male	0.000000	0.000000	44.000000	United-States	<=50K
18.000000	Private	236262.000000	11th	7.000000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000000	0.000000	12.000000	United-States	<=50K
42.000000	State-gov	104663.000000	Doctorate	16.000000	Never-married	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	40.000000	Italy	>50K
26.000000	Private	303973.000000	HS-grad	9.000000	Never-married	Priv-house-serv	Other-relative	White	Female	0.000000	1602.000000	15.000000	Mexico	<=50K
27.000000	Private	423250.000000	Some-college	10.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	60.000000	United-States	<=50K
20.000000	Private	285295.000000	Some-college	10.000000	Never-married	Machine-op-inspct	Not-in-family	Asian-Pac-Islander	Female	0.000000	0.000000	40.000000	?	<=50K
31.000000	Federal-gov	351141.000000	HS-grad	9.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
23.000000	Private	394612.000000	Bachelors	13.000000	Never-married	Tech-support	Own-child	Black	Male	0.000000	0.000000	40.000000	United-States	<=50K
36.000000	Private	199739.000000	HS-grad	9.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	7298.000000	0.000000	60.000000	United-States	>50K
22.000000	?	195532.000000	HS-grad	9.000000	Never-married	?	Own-child	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
54.000000	Private	155433.000000	HS-grad	9.000000	Married-civ-spouse	Other-service	Wife	White	Female	0.000000	0.000000	35.000000	United-States	<=50K
35.000000	Private	223514.000000	Bachelors	13.000000	Married-civ-spouse	Adm-clerical	Wife	Black	Female	0.000000	0.000000	40.000000	United-States	<=50K
25.000000	Private	255647.000000	HS-grad	9.000000	Married-civ-spouse	Other-service	Wife	White	Female	0.000000	0.000000	25.000000	Mexico	<=50K
62.000000	?	225657.000000	HS-grad	9.000000	Married-civ-spouse	?	Husband	White	Male	0.000000	0.000000	24.000000	United-States	<=50K
23.000000	Private	169188.000000	Some-college	10.000000	Married-civ-spouse	Exec-managerial	Wife	White	Female	0.000000	0.000000	25.000000	United-States	<=50K
35.000000	Private	163237.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	52.000000	United-States	>50K
61.000000	Self-emp-inc	156653.000000	HS-grad	9.000000	Divorced	Sales	Not-in-family	White	Male	0.000000	0.000000	55.000000	United-States	<=50K
53.000000	Private	177727.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
57.000000	Self-emp-inc	61885.000000	HS-grad	9.000000	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0.000000	0.000000	60.000000	United-States	>50K
33.000000	Private	452924.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	Other	Male	0.000000	0.000000	40.000000	Mexico	<=50K
43.000000	Private	350661.000000	Prof-school	15.000000	Separated	Tech-support	Not-in-family	White	Male	0.000000	0.000000	50.000000	Columbia	>50K
25.000000	Private	102460.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
33.000000	Private	176711.000000	HS-grad	9.000000	Never-married	Adm-clerical	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
19.000000	Private	165310.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Other-relative	White	Male	0.000000	0.000000	20.000000	United-States	<=50K
40.000000	Private	197919.000000	Assoc-acdm	12.000000	Divorced	Sales	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
26.000000	Private	89648.000000	Bachelors	13.000000	Never-married	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	50.000000	United-States	<=50K
33.000000	Private	157747.000000	Assoc-acdm	12.000000	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
35.000000	Private	107302.000000	Masters	14.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	40.000000	India	<=50K
24.000000	Private	283806.000000	Some-college	10.000000	Never-married	Other-service	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
28.000000	Local-gov	167536.000000	Assoc-acdm	12.000000	Widowed	Prof-specialty	Unmarried	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
37.000000	Local-gov	51158.000000	Some-college	10.000000	Married-civ-spouse	Tech-support	Wife	White	Female	7298.000000	0.000000	36.000000	United-States	>50K
23.000000	Private	361481.000000	10th	6.000000	Married-civ-spouse	Other-service	Husband	White	Male	0.000000	0.000000	40.000000	?	<=50K
19.000000	Private	127190.000000	HS-grad	9.000000	Never-married	Other-service	Own-child	White	Female	0.000000	0.000000	15.000000	United-States	<=50K
45.000000	Private	59380.000000	Bachelors	13.000000	Separated	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	55.000000	United-States	<=50K
51.000000	Private	142717.000000	Doctorate	16.000000	Divorced	Craft-repair	Not-in-family	White	Female	4787.000000	0.000000	60.000000	United-States	>50K
38.000000	Federal-gov	238342.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	7688.000000	0.000000	42.000000	United-States	>50K
59.000000	Private	108496.000000	Masters	14.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	45.000000	United-States	>50K
44.000000	Private	98779.000000	10th	6.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	4386.000000	0.000000	60.000000	United-States	<=50K
27.000000	Private	251905.000000	Assoc-voc	11.000000	Never-married	Exec-managerial	Own-child	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
32.000000	Private	136480.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	60.000000	United-States	>50K
43.000000	State-gov	33331.000000	Prof-school	15.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	1977.000000	70.000000	United-States	>50K
61.000000	Private	160037.000000	7th-8th	4.000000	Divorced	Other-service	Not-in-family	White	Male	0.000000	0.000000	35.000000	United-States	<=50K
38.000000	Private	174717.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	50.000000	United-States	>50K
28.000000	Local-gov	304960.000000	Assoc-acdm	12.000000	Never-married	Adm-clerical	Not-in-family	White	Female	0.000000	1980.000000	40.000000	United-States	<=50K
19.000000	Private	240468.000000	Some-college	10.000000	Married-spouse-absent	Sales	Own-child	White	Female	0.000000	1602.000000	40.000000	United-States	<=50K
25.000000	Private	182227.000000	Some-college	10.000000	Never-married	Adm-clerical	Not-in-family	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
37.000000	Private	129263.000000	Some-college	10.000000	Divorced	Exec-managerial	Unmarried	White	Female	0.000000	0.000000	60.000000	United-States	<=50K
33.000000	Private	171876.000000	Some-college	10.000000	Divorced	Other-service	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
64.000000	State-gov	114650.000000	9th	5.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
25.000000	Private	124590.000000	HS-grad	9.000000	Never-married	Exec-managerial	Other-relative	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
23.000000	Private	214227.000000	Assoc-voc	11.000000	Divorced	Adm-clerical	Not-in-family	White	Female	0.000000	0.000000	30.000000	United-States	<=50K
36.000000	Private	91037.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000000	0.000000	40.000000	United-States	>50K
27.000000	?	188711.000000	Some-college	10.000000	Divorced	?	Not-in-family	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
44.000000	Self-emp-inc	121352.000000	Some-college	10.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
40.000000	Local-gov	269168.000000	HS-grad	9.000000	Married-civ-spouse	Other-service	Husband	Other	Male	0.000000	0.000000	40.000000	?	<=50K
56.000000	Private	132026.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	Black	Male	7688.000000	0.000000	45.000000	United-States	>50K
32.000000	Private	191777.000000	Assoc-voc	11.000000	Never-married	Exec-managerial	Not-in-family	Black	Female	0.000000	0.000000	35.000000	England	<=50K
34.000000	Local-gov	254270.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
28.000000	Private	181659.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
28.000000	Self-emp-not-inc	175406.000000	Masters	14.000000	Married-civ-spouse	Exec-managerial	Wife	White	Female	0.000000	0.000000	30.000000	United-States	>50K
72.000000	?	33608.000000	Some-college	10.000000	Married-civ-spouse	?	Husband	White	Male	9386.000000	0.000000	30.000000	United-States	>50K
41.000000	Private	289886.000000	5th-6th	3.000000	Married-civ-spouse	Other-service	Husband	Other	Male	0.000000	1579.000000	40.000000	Nicaragua	<=50K
35.000000	Self-emp-not-inc	111095.000000	HS-grad	9.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
52.000000	Private	165681.000000	Some-college	10.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
25.000000	Private	130793.000000	Some-college	10.000000	Divorced	Other-service	Not-in-family	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
36.000000	Private	180150.000000	12th	8.000000	Divorced	Handlers-cleaners	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
60.000000	Private	135470.000000	5th-6th	3.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	Mexico	<=50K
27.000000	Private	170017.000000	Bachelors	13.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
23.000000	Private	274797.000000	HS-grad	9.000000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000000	0.000000	25.000000	United-States	<=50K
40.000000	State-gov	199381.000000	Masters	14.000000	Married-civ-spouse	Prof-specialty	Wife	White	Female	15024.000000	0.000000	37.000000	United-States	>50K
40.000000	Local-gov	24763.000000	Some-college	10.000000	Divorced	Transport-moving	Unmarried	White	Male	6849.000000	0.000000	40.000000	United-States	<=50K
40.000000	Private	96129.000000	HS-grad	9.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	72.000000	United-States	>50K
73.000000	State-gov	74040.000000	7th-8th	4.000000	Divorced	Other-service	Not-in-family	Asian-Pac-Islander	Female	0.000000	0.000000	40.000000	United-States	<=50K
48.000000	?	184513.000000	Bachelors	13.000000	Married-civ-spouse	?	Husband	White	Male	0.000000	0.000000	80.000000	United-States	>50K
43.000000	Private	252519.000000	Bachelors	13.000000	Married-civ-spouse	Handlers-cleaners	Husband	Black	Male	0.000000	0.000000	40.000000	Haiti	>50K
69.000000	Private	102874.000000	HS-grad	9.000000	Widowed	Adm-clerical	Not-in-family	White	Female	0.000000	0.000000	24.000000	United-States	<=50K
17.000000	Private	41979.000000	10th	6.000000	Never-married	Farming-fishing	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
47.000000	Private	114754.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
24.000000	Private	168997.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
40.000000	Private	145178.000000	Some-college	10.000000	Divorced	Craft-repair	Unmarried	Black	Female	0.000000	0.000000	30.000000	United-States	<=50K
30.000000	Private	103649.000000	Some-college	10.000000	Never-married	Other-service	Own-child	Black	Female	0.000000	0.000000	40.000000	United-States	<=50K
37.000000	Private	249720.000000	Bachelors	13.000000	Never-married	Adm-clerical	Unmarried	Black	Female	0.000000	0.000000	27.000000	United-States	<=50K
20.000000	?	144685.000000	Some-college	10.000000	Never-married	?	Own-child	Asian-Pac-Islander	Female	0.000000	1602.000000	40.000000	Taiwan	<=50K
47.000000	Private	151584.000000	HS-grad	9.000000	Divorced	Sales	Own-child	White	Male	0.000000	1876.000000	40.000000	United-States	<=50K
64.000000	Private	61892.000000	HS-grad	9.000000	Widowed	Priv-house-serv	Not-in-family	White	Female	0.000000	0.000000	15.000000	United-States	<=50K
19.000000	Private	208513.000000	HS-grad	9.000000	Never-married	Craft-repair	Other-relative	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
33.000000	Private	121904.000000	Some-college	10.000000	Never-married	Other-service	Not-in-family	White	Female	0.000000	0.000000	28.000000	United-States	<=50K
39.000000	Self-emp-inc	126675.000000	Some-college	10.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	25.000000	United-States	<=50K
22.000000	Private	184813.000000	Some-college	10.000000	Never-married	Adm-clerical	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
31.000000	Federal-gov	210926.000000	HS-grad	9.000000	Separated	Handlers-cleaners	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
34.000000	Self-emp-not-inc	152493.000000	HS-grad	9.000000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000000	0.000000	70.000000	United-States	<=50K
18.000000	?	331511.000000	Some-college	10.000000	Never-married	?	Own-child	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
28.000000	Private	132078.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
42.000000	Self-emp-not-inc	89942.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
22.000000	Private	347530.000000	HS-grad	9.000000	Separated	Other-service	Unmarried	Black	Female	0.000000	0.000000	35.000000	United-States	<=50K
17.000000	?	210547.000000	10th	6.000000	Never-married	?	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
31.000000	Private	102884.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	50.000000	United-States	<=50K
49.000000	Private	186982.000000	Some-college	10.000000	Separated	Exec-managerial	Not-in-family	White	Female	0.000000	0.000000	45.000000	United-States	>50K
22.000000	Private	110200.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
21.000000	Private	148294.000000	HS-grad	9.000000	Never-married	Farming-fishing	Own-child	White	Male	0.000000	0.000000	20.000000	United-States	<=50K
26.000000	Private	104746.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	5013.000000	0.000000	60.000000	United-States	<=50K
36.000000	Private	188571.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
37.000000	Private	188576.000000	Doctorate	16.000000	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0.000000	0.000000	40.000000	?	<=50K
39.000000	Private	230054.000000	Masters	14.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	50.000000	United-States	>50K
34.000000	Private	255693.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000000	0.000000	20.000000	United-States	<=50K
53.000000	Private	88725.000000	HS-grad	9.000000	Never-married	Craft-repair	Not-in-family	Other	Female	0.000000	0.000000	40.000000	?	<=50K
24.000000	Private	85041.000000	HS-grad	9.000000	Separated	Other-service	Unmarried	White	Female	0.000000	0.000000	25.000000	United-States	<=50K
68.000000	?	53850.000000	7th-8th	4.000000	Married-civ-spouse	?	Husband	Amer-Indian-Eskimo	Male	0.000000	0.000000	40.000000	United-States	<=50K
50.000000	Private	162632.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	2.000000	United-States	<=50K
30.000000	Private	340917.000000	Some-college	10.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
22.000000	Private	285775.000000	Assoc-voc	11.000000	Never-married	Craft-repair	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
50.000000	Self-emp-not-inc	167380.000000	7th-8th	4.000000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
34.000000	Private	32528.000000	Assoc-voc	11.000000	Married-spouse-absent	Adm-clerical	Unmarried	White	Female	0.000000	974.000000	40.000000	United-States	<=50K
29.000000	Private	103628.000000	Some-college	10.000000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000000	0.000000	40.000000	United-States	>50K
18.000000	?	173125.000000	12th	8.000000	Never-married	?	Own-child	White	Female	0.000000	0.000000	24.000000	United-States	<=50K
59.000000	Private	46466.000000	HS-grad	9.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
37.000000	Private	125550.000000	HS-grad	9.000000	Never-married	Tech-support	Not-in-family	White	Female	14084.000000	0.000000	35.000000	United-States	>50K
30.000000	Private	185177.000000	11th	7.000000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000000	0.000000	49.000000	United-States	<=50K
37.000000	Private	372525.000000	Masters	14.000000	Divorced	Prof-specialty	Unmarried	White	Male	0.000000	0.000000	48.000000	United-States	<=50K
19.000000	Private	66838.000000	Some-college	10.000000	Never-married	Sales	Own-child	White	Female	0.000000	0.000000	9.000000	United-States	<=50K
41.000000	Private	193995.000000	HS-grad	9.000000	Never-married	Craft-repair	Not-in-family	White	Male	0.000000	0.000000	44.000000	United-States	<=50K
37.000000	Private	267085.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
43.000000	Private	117627.000000	Some-college	10.000000	Divorced	Exec-managerial	Not-in-family	Black	Female	0.000000	0.000000	40.000000	United-States	<=50K
27.000000	?	157624.000000	HS-grad	9.000000	Separated	?	Other-relative	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
19.000000	State-gov	159269.000000	Some-college	10.000000	Never-married	Adm-clerical	Own-child	White	Male	0.000000	0.000000	15.000000	United-States	<=50K
61.000000	?	222395.000000	HS-grad	9.000000	Married-civ-spouse	?	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
31.000000	State-gov	29152.000000	12th	8.000000	Married-civ-spouse	Other-service	Wife	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
19.000000	Private	148392.000000	HS-grad	9.000000	Never-married	Adm-clerical	Own-child	White	Male	0.000000	0.000000	30.000000	United-States	<=50K
31.000000	Private	164243.000000	Some-college	10.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	1579.000000	40.000000	United-States	<=50K
42.000000	Private	270721.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000000	0.000000	32.000000	United-States	<=50K
19.000000	Private	71650.000000	HS-grad	9.000000	Never-married	Farming-fishing	Own-child	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
43.000000	Private	186188.000000	Some-college	10.000000	Divorced	Adm-clerical	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
43.000000	Self-emp-not-inc	174090.000000	HS-grad	9.000000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000000	0.000000	20.000000	United-States	>50K
40.000000	Private	170019.000000	HS-grad	9.000000	Never-married	Other-service	Not-in-family	White	Male	0.000000	0.000000	40.000000	?	<=50K
46.000000	Private	184169.000000	Masters	14.000000	Married-civ-spouse	Prof-specialty	Wife	White	Female	7688.000000	0.000000	35.000000	United-States	>50K
24.000000	Private	177287.000000	12th	8.000000	Never-married	Other-service	Own-child	White	Female	0.000000	0.000000	38.000000	United-States	<=50K
64.000000	Private	133166.000000	HS-grad	9.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	5.000000	United-States	<=50K
25.000000	Private	118088.000000	HS-grad	9.000000	Never-married	Craft-repair	Unmarried	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
25.000000	Local-gov	335005.000000	Bachelors	13.000000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000000	0.000000	35.000000	Italy	<=50K
33.000000	Federal-gov	88913.000000	Some-college	10.000000	Never-married	Adm-clerical	Own-child	Asian-Pac-Islander	Female	0.000000	0.000000	40.000000	United-States	<=50K
73.000000	Private	92298.000000	11th	7.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	15.000000	United-States	<=50K
45.000000	Private	88781.000000	Bachelors	13.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	40.000000	Germany	>50K
46.000000	Private	132912.000000	HS-grad	9.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	45.000000	United-States	>50K
27.000000	State-gov	106721.000000	HS-grad	9.000000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
30.000000	Private	402539.000000	HS-grad	9.000000	Never-married	Adm-clerical	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
51.000000	Private	193720.000000	HS-grad	9.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	42.000000	United-States	<=50K
33.000000	Self-emp-not-inc	343021.000000	Some-college	10.000000	Never-married	Sales	Not-in-family	White	Male	0.000000	0.000000	65.000000	United-States	<=50K
62.000000	Private	197286.000000	12th	8.000000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000000	0.000000	48.000000	Germany	<=50K
41.000000	Private	202508.000000	HS-grad	9.000000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000000	0.000000	48.000000	United-States	<=50K
20.000000	Private	282579.000000	Some-college	10.000000	Never-married	Other-service	Not-in-family	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
41.000000	Private	38397.000000	HS-grad	9.000000	Divorced	Other-service	Not-in-family	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
26.000000	Self-emp-inc	176981.000000	Bachelors	13.000000	Never-married	Adm-clerical	Own-child	White	Female	0.000000	0.000000	50.000000	United-States	<=50K
47.000000	Private	110243.000000	11th	7.000000	Married-civ-spouse	Other-service	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
60.000000	Private	52900.000000	7th-8th	4.000000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000000	0.000000	40.000000	United-States	<=50K
27.000000	Private	108431.000000	Some-college	10.000000	Never-married	Craft-repair	Not-in-family	Black	Male	0.000000	0.000000	40.000000	United-States	<=50K
34.000000	Self-emp-not-inc	137223.000000	10th	6.000000	Never-married	Other-service	Own-child	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
44.000000	Self-emp-inc	212760.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	60.000000	United-States	>50K
17.000000	?	275778.000000	9th	5.000000	Never-married	?	Own-child	White	Female	0.000000	0.000000	25.000000	Mexico	<=50K
50.000000	Self-emp-not-inc	219420.000000	Doctorate	16.000000	Divorced	Sales	Not-in-family	White	Male	0.000000	0.000000	64.000000	United-States	<=50K
60.000000	Private	198170.000000	Bachelors	13.000000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000000	0.000000	45.000000	United-States	>50K
36.000000	Private	544686.000000	HS-grad	9.000000	Never-married	Adm-clerical	Other-relative	White	Female	2907.000000	0.000000	40.000000	Nicaragua	<=50K
32.000000	Private	174215.000000	Some-college	10.000000	Divorced	Sales	Unmarried	White	Female	0.000000	0.000000	40.000000	United-States	<=50K
48.000000	Private	115784.000000	9th	5.000000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000000	0.000000	44.000000	United-States	<=50K
40.000000	Federal-gov	280167.000000	Masters	14.000000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000000	0.000000	40.000000	United-States	>50K
25.000000	Private	145434.000000	Some-college	10.000000	Never-married	Machine-op-inspct	Not-in-family	White	Female	0.000000	0.000000	25.000000	United-States	<=50K
32.000000	Self-emp-inc	195447.000000	Bachelors	13.000000	Married-civ-spouse	Sales	Husband	White	Male	0.000000	0.000000	45.000000	United-States	<=50K
