status	age	sex	survived
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	yes
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	male	no
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	yes
crew	adult	female	no
crew	adult	female	no
crew	adult	female	no
