buying	maint	doors	persons	lugboot	safety	y
high	low	2	4	big	high	acc
high	low	2	more	small	low	unacc
high	low	2	more	small	med	unacc
high	low	2	more	small	high	unacc
high	low	2	more	med	low	unacc
high	low	2	more	med	med	unacc
high	low	2	more	med	high	acc
high	low	2	more	big	low	unacc
high	low	2	more	big	med	acc
high	low	2	more	big	high	acc
high	low	3	2	small	low	unacc
high	low	3	2	small	med	unacc
high	low	3	2	small	high	unacc
high	low	3	2	med	low	unacc
high	low	3	2	med	med	unacc
high	low	3	2	med	high	unacc
high	low	3	2	big	low	unacc
high	low	3	2	big	med	unacc
high	low	3	2	big	high	unacc
high	low	3	4	small	low	unacc
high	low	3	4	small	med	unacc
high	low	3	4	small	high	acc
high	low	3	4	med	low	unacc
high	low	3	4	med	med	unacc
high	low	3	4	med	high	acc
high	low	3	4	big	low	unacc
high	low	3	4	big	med	acc
high	low	3	4	big	high	acc
high	low	3	more	small	low	unacc
high	low	3	more	small	med	unacc
high	low	3	more	small	high	acc
high	low	3	more	med	low	unacc
high	low	3	more	med	med	acc
high	low	3	more	med	high	acc
high	low	3	more	big	low	unacc
high	low	3	more	big	med	acc
high	low	3	more	big	high	acc
high	low	4	2	small	low	unacc
high	low	4	2	small	med	unacc
high	low	4	2	small	high	unacc
high	low	4	2	med	low	unacc
high	low	4	2	med	med	unacc
high	low	4	2	med	high	unacc
high	low	4	2	big	low	unacc
high	low	4	2	big	med	unacc
high	low	4	2	big	high	unacc
high	low	4	4	small	low	unacc
high	low	4	4	small	med	unacc
high	low	4	4	small	high	acc
high	low	4	4	med	low	unacc
high	low	4	4	med	med	acc
high	low	4	4	med	high	acc
high	low	4	4	big	low	unacc
high	low	4	4	big	med	acc
high	low	4	4	big	high	acc
high	low	4	more	small	low	unacc
high	low	4	more	small	med	unacc
high	low	4	more	small	high	acc
high	low	4	more	med	low	unacc
high	low	4	more	med	med	acc
high	low	4	more	med	high	acc
high	low	4	more	big	low	unacc
high	low	4	more	big	med	acc
high	low	4	more	big	high	acc
high	low	5-more	2	small	low	unacc
high	low	5-more	2	small	med	unacc
high	low	5-more	2	small	high	unacc
high	low	5-more	2	med	low	unacc
high	low	5-more	2	med	med	unacc
high	low	5-more	2	med	high	unacc
high	low	5-more	2	big	low	unacc
high	low	5-more	2	big	med	unacc
high	low	5-more	2	big	high	unacc
high	low	5-more	4	small	low	unacc
high	low	5-more	4	small	med	unacc
high	low	5-more	4	small	high	acc
high	low	5-more	4	med	low	unacc
high	low	5-more	4	med	med	acc
high	low	5-more	4	med	high	acc
high	low	5-more	4	big	low	unacc
high	low	5-more	4	big	med	acc
high	low	5-more	4	big	high	acc
high	low	5-more	more	small	low	unacc
high	low	5-more	more	small	med	unacc
high	low	5-more	more	small	high	acc
high	low	5-more	more	med	low	unacc
high	low	5-more	more	med	med	acc
high	low	5-more	more	med	high	acc
high	low	5-more	more	big	low	unacc
high	low	5-more	more	big	med	acc
high	low	5-more	more	big	high	acc
med	v-high	2	2	small	low	unacc
med	v-high	2	2	small	med	unacc
med	v-high	2	2	small	high	unacc
med	v-high	2	2	med	low	unacc
med	v-high	2	2	med	med	unacc
med	v-high	2	2	med	high	unacc
med	v-high	2	2	big	low	unacc
med	v-high	2	2	big	med	unacc
med	v-high	2	2	big	high	unacc
med	v-high	2	4	small	low	unacc
med	v-high	2	4	small	med	unacc
med	v-high	2	4	small	high	acc
med	v-high	2	4	med	low	unacc
med	v-high	2	4	med	med	unacc
med	v-high	2	4	med	high	acc
med	v-high	2	4	big	low	unacc
med	v-high	2	4	big	med	acc
med	v-high	2	4	big	high	acc
med	v-high	2	more	small	low	unacc
med	v-high	2	more	small	med	unacc
med	v-high	2	more	small	high	unacc
med	v-high	2	more	med	low	unacc
med	v-high	2	more	med	med	unacc
med	v-high	2	more	med	high	acc
med	v-high	2	more	big	low	unacc
med	v-high	2	more	big	med	acc
med	v-high	2	more	big	high	acc
med	v-high	3	2	small	low	unacc
med	v-high	3	2	small	med	unacc
med	v-high	3	2	small	high	unacc
med	v-high	3	2	med	low	unacc
med	v-high	3	2	med	med	unacc
med	v-high	3	2	med	high	unacc
med	v-high	3	2	big	low	unacc
med	v-high	3	2	big	med	unacc
med	v-high	3	2	big	high	unacc
med	v-high	3	4	small	low	unacc
med	v-high	3	4	small	med	unacc
med	v-high	3	4	small	high	acc
med	v-high	3	4	med	low	unacc
med	v-high	3	4	med	med	unacc
med	v-high	3	4	med	high	acc
med	v-high	3	4	big	low	unacc
med	v-high	3	4	big	med	acc
med	v-high	3	4	big	high	acc
med	v-high	3	more	small	low	unacc
med	v-high	3	more	small	med	unacc
med	v-high	3	more	small	high	acc
med	v-high	3	more	med	low	unacc
med	v-high	3	more	med	med	acc
med	v-high	3	more	med	high	acc
med	v-high	3	more	big	low	unacc
med	v-high	3	more	big	med	acc
med	v-high	3	more	big	high	acc
med	v-high	4	2	small	low	unacc
med	v-high	4	2	small	med	unacc
med	v-high	4	2	small	high	unacc
med	v-high	4	2	med	low	unacc
med	v-high	4	2	med	med	unacc
med	v-high	4	2	med	high	unacc
med	v-high	4	2	big	low	unacc
med	v-high	4	2	big	med	unacc
med	v-high	4	2	big	high	unacc
med	v-high	4	4	small	low	unacc
med	v-high	4	4	small	med	unacc
med	v-high	4	4	small	high	acc
med	v-high	4	4	med	low	unacc
med	v-high	4	4	med	med	acc
med	v-high	4	4	med	high	acc
med	v-high	4	4	big	low	unacc
med	v-high	4	4	big	med	acc
med	v-high	4	4	big	high	acc
med	v-high	4	more	small	low	unacc
med	v-high	4	more	small	med	unacc
med	v-high	4	more	small	high	acc
med	v-high	4	more	med	low	unacc
med	v-high	4	more	med	med	acc
med	v-high	4	more	med	high	acc
med	v-high	4	more	big	low	unacc
med	v-high	4	more	big	med	acc
med	v-high	4	more	big	high	acc
med	v-high	5-more	2	small	low	unacc
med	v-high	5-more	2	small	med	unacc
med	v-high	5-more	2	small	high	unacc
med	v-high	5-more	2	med	low	unacc
med	v-high	5-more	2	med	med	unacc
med	v-high	5-more	2	med	high	unacc
med	v-high	5-more	2	big	low	unacc
med	v-high	5-more	2	big	med	unacc
med	v-high	5-more	2	big	high	unacc
med	v-high	5-more	4	small	low	unacc
med	v-high	5-more	4	small	med	unacc
med	v-high	5-more	4	small	high	acc
med	v-high	5-more	4	med	low	unacc
med	v-high	5-more	4	med	med	acc
med	v-high	5-more	4	med	high	acc
med	v-high	5-more	4	big	low	unacc
med	v-high	5-more	4	big	med	acc
med	v-high	5-more	4	big	high	acc
med	v-high	5-more	more	small	low	unacc
med	v-high	5-more	more	small	med	unacc
med	v-high	5-more	more	small	high	acc
med	v-high	5-more	more	med	low	unacc
med	v-high	5-more	more	med	med	acc
med	v-high	5-more	more	med	high	acc
med	v-high	5-more	more	big	low	unacc
med	v-high	5-more	more	big	med	acc
med	v-high	5-more	more	big	high	acc
med	high	2	2	small	low	unacc
med	high	2	2	small	med	unacc
med	high	2	2	small	high	unacc
med	high	2	2	med	low	unacc
med	high	2	2	med	med	unacc
med	high	2	2	med	high	unacc
med	high	2	2	big	low	unacc
med	high	2	2	big	med	unacc
med	high	2	2	big	high	unacc
med	high	2	4	small	low	unacc
med	high	2	4	small	med	unacc
med	high	2	4	small	high	acc
med	high	2	4	med	low	unacc
med	high	2	4	med	med	unacc
med	high	2	4	med	high	acc
med	high	2	4	big	low	unacc
med	high	2	4	big	med	acc
med	high	2	4	big	high	acc
med	high	2	more	small	low	unacc
med	high	2	more	small	med	unacc
med	high	2	more	small	high	unacc
med	high	2	more	med	low	unacc
med	high	2	more	med	med	unacc
med	high	2	more	med	high	acc
med	high	2	more	big	low	unacc
med	high	2	more	big	med	acc
med	high	2	more	big	high	acc
med	high	3	2	small	low	unacc
med	high	3	2	small	med	unacc
med	high	3	2	small	high	unacc
med	high	3	2	med	low	unacc
med	high	3	2	med	med	unacc
med	high	3	2	med	high	unacc
med	high	3	2	big	low	unacc
med	high	3	2	big	med	unacc
med	high	3	2	big	high	unacc
med	high	3	4	small	low	unacc
med	high	3	4	small	med	unacc
med	high	3	4	small	high	acc
med	high	3	4	med	low	unacc
med	high	3	4	med	med	unacc
med	high	3	4	med	high	acc
med	high	3	4	big	low	unacc
med	high	3	4	big	med	acc
med	high	3	4	big	high	acc
med	high	3	more	small	low	unacc
med	high	3	more	small	med	unacc
med	high	3	more	small	high	acc
med	high	3	more	med	low	unacc
med	high	3	more	med	med	acc
med	high	3	more	med	high	acc
med	high	3	more	big	low	unacc
med	high	3	more	big	med	acc
med	high	3	more	big	high	acc
med	high	4	2	small	low	unacc
med	high	4	2	small	med	unacc
med	high	4	2	small	high	unacc
med	high	4	2	med	low	unacc
med	high	4	2	med	med	unacc
med	high	4	2	med	high	unacc
med	high	4	2	big	low	unacc
med	high	4	2	big	med	unacc
med	high	4	2	big	high	unacc
med	high	4	4	small	low	unacc
med	high	4	4	small	med	unacc
med	high	4	4	small	high	acc
med	high	4	4	med	low	unacc
med	high	4	4	med	med	acc
med	high	4	4	med	high	acc
med	high	4	4	big	low	unacc
med	high	4	4	big	med	acc
med	high	4	4	big	high	acc
med	high	4	more	small	low	unacc
med	high	4	more	small	med	unacc
med	high	4	more	small	high	acc
med	high	4	more	med	low	unacc
med	high	4	more	med	med	acc
med	high	4	more	med	high	acc
med	high	4	more	big	low	unacc
med	high	4	more	big	med	acc
med	high	4	more	big	high	acc
med	high	5-more	2	small	low	unacc
med	high	5-more	2	small	med	unacc
med	high	5-more	2	small	high	unacc
med	high	5-more	2	med	low	unacc
med	high	5-more	2	med	med	unacc
med	high	5-more	2	med	high	unacc
med	high	5-more	2	big	low	unacc
med	high	5-more	2	big	med	unacc
med	high	5-more	2	big	high	unacc
med	high	5-more	4	small	low	unacc
med	high	5-more	4	small	med	unacc
med	high	5-more	4	small	high	acc
med	high	5-more	4	med	low	unacc
med	high	5-more	4	med	med	acc
med	high	5-more	4	med	high	acc
med	high	5-more	4	big	low	unacc
med	high	5-more	4	big	med	acc
med	high	5-more	4	big	high	acc
med	high	5-more	more	small	low	unacc
med	high	5-more	more	small	med	unacc
med	high	5-more	more	small	high	acc
med	high	5-more	more	med	low	unacc
med	high	5-more	more	med	med	acc
med	high	5-more	more	med	high	acc
med	high	5-more	more	big	low	unacc
med	high	5-more	more	big	med	acc
med	high	5-more	more	big	high	acc
med	med	2	2	small	low	unacc
med	med	2	2	small	med	unacc
med	med	2	2	small	high	unacc
med	med	2	2	med	low	unacc
med	med	2	2	med	med	unacc
med	med	2	2	med	high	unacc
med	med	2	2	big	low	unacc
med	med	2	2	big	med	unacc
med	med	2	2	big	high	unacc
med	med	2	4	small	low	unacc
med	med	2	4	small	med	acc
med	med	2	4	small	high	acc
med	med	2	4	med	low	unacc
med	med	2	4	med	med	acc
med	med	2	4	med	high	acc
med	med	2	4	big	low	unacc
med	med	2	4	big	med	acc
med	med	2	4	big	high	v-good
med	med	2	more	small	low	unacc
med	med	2	more	small	med	unacc
med	med	2	more	small	high	unacc
med	med	2	more	med	low	unacc
med	med	2	more	med	med	acc
med	med	2	more	med	high	acc
med	med	2	more	big	low	unacc
med	med	2	more	big	med	acc
med	med	2	more	big	high	v-good
med	med	3	2	small	low	unacc
med	med	3	2	small	med	unacc
med	med	3	2	small	high	unacc
med	med	3	2	med	low	unacc
med	med	3	2	med	med	unacc
med	med	3	2	med	high	unacc
med	med	3	2	big	low	unacc
med	med	3	2	big	med	unacc
med	med	3	2	big	high	unacc
med	med	3	4	small	low	unacc
med	med	3	4	small	med	acc
med	med	3	4	small	high	acc
med	med	3	4	med	low	unacc
med	med	3	4	med	med	acc
med	med	3	4	med	high	acc
med	med	3	4	big	low	unacc
med	med	3	4	big	med	acc
med	med	3	4	big	high	v-good
med	med	3	more	small	low	unacc
med	med	3	more	small	med	acc
med	med	3	more	small	high	acc
med	med	3	more	med	low	unacc
med	med	3	more	med	med	acc
med	med	3	more	med	high	v-good
med	med	3	more	big	low	unacc
med	med	3	more	big	med	acc
med	med	3	more	big	high	v-good
med	med	4	2	small	low	unacc
med	med	4	2	small	med	unacc
med	med	4	2	small	high	unacc
med	med	4	2	med	low	unacc
med	med	4	2	med	med	unacc
med	med	4	2	med	high	unacc
med	med	4	2	big	low	unacc
med	med	4	2	big	med	unacc
med	med	4	2	big	high	unacc
med	med	4	4	small	low	unacc
med	med	4	4	small	med	acc
med	med	4	4	small	high	acc
med	med	4	4	med	low	unacc
med	med	4	4	med	med	acc
med	med	4	4	med	high	v-good
med	med	4	4	big	low	unacc
med	med	4	4	big	med	acc
med	med	4	4	big	high	v-good
med	med	4	more	small	low	unacc
med	med	4	more	small	med	acc
med	med	4	more	small	high	acc
med	med	4	more	med	low	unacc
med	med	4	more	med	med	acc
med	med	4	more	med	high	v-good
med	med	4	more	big	low	unacc
med	med	4	more	big	med	acc
med	med	4	more	big	high	v-good
med	med	5-more	2	small	low	unacc
med	med	5-more	2	small	med	unacc
med	med	5-more	2	small	high	unacc
med	med	5-more	2	med	low	unacc
med	med	5-more	2	med	med	unacc
med	med	5-more	2	med	high	unacc
med	med	5-more	2	big	low	unacc
med	med	5-more	2	big	med	unacc
med	med	5-more	2	big	high	unacc
med	med	5-more	4	small	low	unacc
med	med	5-more	4	small	med	acc
med	med	5-more	4	small	high	acc
med	med	5-more	4	med	low	unacc
med	med	5-more	4	med	med	acc
med	med	5-more	4	med	high	v-good
med	med	5-more	4	big	low	unacc
med	med	5-more	4	big	med	acc
med	med	5-more	4	big	high	v-good
med	med	5-more	more	small	low	unacc
med	med	5-more	more	small	med	acc
med	med	5-more	more	small	high	acc
med	med	5-more	more	med	low	unacc
med	med	5-more	more	med	med	acc
med	med	5-more	more	med	high	v-good
med	med	5-more	more	big	low	unacc
med	med	5-more	more	big	med	acc
med	med	5-more	more	big	high	v-good
med	low	2	2	small	low	unacc
med	low	2	2	small	med	unacc
med	low	2	2	small	high	unacc
med	low	2	2	med	low	unacc
med	low	2	2	med	med	unacc
med	low	2	2	med	high	unacc
med	low	2	2	big	low	unacc
med	low	2	2	big	med	unacc
med	low	2	2	big	high	unacc
med	low	2	4	small	low	unacc
med	low	2	4	small	med	acc
med	low	2	4	small	high	good
med	low	2	4	med	low	unacc
med	low	2	4	med	med	acc
med	low	2	4	med	high	good
med	low	2	4	big	low	unacc
med	low	2	4	big	med	good
med	low	2	4	big	high	v-good
med	low	2	more	small	low	unacc
med	low	2	more	small	med	unacc
med	low	2	more	small	high	unacc
med	low	2	more	med	low	unacc
med	low	2	more	med	med	acc
med	low	2	more	med	high	good
med	low	2	more	big	low	unacc
med	low	2	more	big	med	good
med	low	2	more	big	high	v-good
med	low	3	2	small	low	unacc
med	low	3	2	small	med	unacc
med	low	3	2	small	high	unacc
med	low	3	2	med	low	unacc
med	low	3	2	med	med	unacc
med	low	3	2	med	high	unacc
med	low	3	2	big	low	unacc
med	low	3	2	big	med	unacc
med	low	3	2	big	high	unacc
med	low	3	4	small	low	unacc
med	low	3	4	small	med	acc
med	low	3	4	small	high	good
med	low	3	4	med	low	unacc
med	low	3	4	med	med	acc
med	low	3	4	med	high	good
med	low	3	4	big	low	unacc
med	low	3	4	big	med	good
med	low	3	4	big	high	v-good
med	low	3	more	small	low	unacc
med	low	3	more	small	med	acc
med	low	3	more	small	high	good
med	low	3	more	med	low	unacc
med	low	3	more	med	med	good
med	low	3	more	med	high	v-good
med	low	3	more	big	low	unacc
med	low	3	more	big	med	good
med	low	3	more	big	high	v-good
med	low	4	2	small	low	unacc
med	low	4	2	small	med	unacc
med	low	4	2	small	high	unacc
med	low	4	2	med	low	unacc
med	low	4	2	med	med	unacc
med	low	4	2	med	high	unacc
med	low	4	2	big	low	unacc
med	low	4	2	big	med	unacc
med	low	4	2	big	high	unacc
med	low	4	4	small	low	unacc
med	low	4	4	small	med	acc
med	low	4	4	small	high	good
med	low	4	4	med	low	unacc
med	low	4	4	med	med	good
med	low	4	4	med	high	v-good
med	low	4	4	big	low	unacc
med	low	4	4	big	med	good
med	low	4	4	big	high	v-good
med	low	4	more	small	low	unacc
med	low	4	more	small	med	acc
med	low	4	more	small	high	good
med	low	4	more	med	low	unacc
med	low	4	more	med	med	good
med	low	4	more	med	high	v-good
med	low	4	more	big	low	unacc
med	low	4	more	big	med	good
med	low	4	more	big	high	v-good
med	low	5-more	2	small	low	unacc
med	low	5-more	2	small	med	unacc
med	low	5-more	2	small	high	unacc
med	low	5-more	2	med	low	unacc
med	low	5-more	2	med	med	unacc
med	low	5-more	2	med	high	unacc
med	low	5-more	2	big	low	unacc
med	low	5-more	2	big	med	unacc
med	low	5-more	2	big	high	unacc
med	low	5-more	4	small	low	unacc
med	low	5-more	4	small	med	acc
med	low	5-more	4	small	high	good
med	low	5-more	4	med	low	unacc
med	low	5-more	4	med	med	good
med	low	5-more	4	med	high	v-good
med	low	5-more	4	big	low	unacc
med	low	5-more	4	big	med	good
med	low	5-more	4	big	high	v-good
med	low	5-more	more	small	low	unacc
med	low	5-more	more	small	med	acc
med	low	5-more	more	small	high	good
med	low	5-more	more	med	low	unacc
med	low	5-more	more	med	med	good
med	low	5-more	more	med	high	v-good
med	low	5-more	more	big	low	unacc
med	low	5-more	more	big	med	good
med	low	5-more	more	big	high	v-good
low	v-high	2	2	small	low	unacc
low	v-high	2	2	small	med	unacc
low	v-high	2	2	small	high	unacc
low	v-high	2	2	med	low	unacc
low	v-high	2	2	med	med	unacc
low	v-high	2	2	med	high	unacc
low	v-high	2	2	big	low	unacc
low	v-high	2	2	big	med	unacc
low	v-high	2	2	big	high	unacc
low	v-high	2	4	small	low	unacc
low	v-high	2	4	small	med	unacc
low	v-high	2	4	small	high	acc
low	v-high	2	4	med	low	unacc
low	v-high	2	4	med	med	unacc
low	v-high	2	4	med	high	acc
low	v-high	2	4	big	low	unacc
low	v-high	2	4	big	med	acc
low	v-high	2	4	big	high	acc
low	v-high	2	more	small	low	unacc
low	v-high	2	more	small	med	unacc
low	v-high	2	more	small	high	unacc
low	v-high	2	more	med	low	unacc
low	v-high	2	more	med	med	unacc
low	v-high	2	more	med	high	acc
low	v-high	2	more	big	low	unacc
low	v-high	2	more	big	med	acc
low	v-high	2	more	big	high	acc
low	v-high	3	2	small	low	unacc
low	v-high	3	2	small	med	unacc
low	v-high	3	2	small	high	unacc
low	v-high	3	2	med	low	unacc
low	v-high	3	2	med	med	unacc
low	v-high	3	2	med	high	unacc
low	v-high	3	2	big	low	unacc
low	v-high	3	2	big	med	unacc
low	v-high	3	2	big	high	unacc
low	v-high	3	4	small	low	unacc
low	v-high	3	4	small	med	unacc
low	v-high	3	4	small	high	acc
low	v-high	3	4	med	low	unacc
low	v-high	3	4	med	med	unacc
low	v-high	3	4	med	high	acc
low	v-high	3	4	big	low	unacc
low	v-high	3	4	big	med	acc
low	v-high	3	4	big	high	acc
low	v-high	3	more	small	low	unacc
low	v-high	3	more	small	med	unacc
low	v-high	3	more	small	high	acc
low	v-high	3	more	med	low	unacc
low	v-high	3	more	med	med	acc
low	v-high	3	more	med	high	acc
low	v-high	3	more	big	low	unacc
low	v-high	3	more	big	med	acc
low	v-high	3	more	big	high	acc
low	v-high	4	2	small	low	unacc
low	v-high	4	2	small	med	unacc
low	v-high	4	2	small	high	unacc
low	v-high	4	2	med	low	unacc
low	v-high	4	2	med	med	unacc
low	v-high	4	2	med	high	unacc
low	v-high	4	2	big	low	unacc
low	v-high	4	2	big	med	unacc
low	v-high	4	2	big	high	unacc
low	v-high	4	4	small	low	unacc
low	v-high	4	4	small	med	unacc
low	v-high	4	4	small	high	acc
low	v-high	4	4	med	low	unacc
low	v-high	4	4	med	med	acc
low	v-high	4	4	med	high	acc
low	v-high	4	4	big	low	unacc
low	v-high	4	4	big	med	acc
low	v-high	4	4	big	high	acc
low	v-high	4	more	small	low	unacc
low	v-high	4	more	small	med	unacc
low	v-high	4	more	small	high	acc
low	v-high	4	more	med	low	unacc
low	v-high	4	more	med	med	acc
low	v-high	4	more	med	high	acc
low	v-high	4	more	big	low	unacc
low	v-high	4	more	big	med	acc
low	v-high	4	more	big	high	acc
low	v-high	5-more	2	small	low	unacc
low	v-high	5-more	2	small	med	unacc
low	v-high	5-more	2	small	high	unacc
low	v-high	5-more	2	med	low	unacc
low	v-high	5-more	2	med	med	unacc
low	v-high	5-more	2	med	high	unacc
low	v-high	5-more	2	big	low	unacc
low	v-high	5-more	2	big	med	unacc
low	v-high	5-more	2	big	high	unacc
low	v-high	5-more	4	small	low	unacc
low	v-high	5-more	4	small	med	unacc
low	v-high	5-more	4	small	high	acc
low	v-high	5-more	4	med	low	unacc
low	v-high	5-more	4	med	med	acc
low	v-high	5-more	4	med	high	acc
low	v-high	5-more	4	big	low	unacc
low	v-high	5-more	4	big	med	acc
low	v-high	5-more	4	big	high	acc
low	v-high	5-more	more	small	low	unacc
low	v-high	5-more	more	small	med	unacc
low	v-high	5-more	more	small	high	acc
low	v-high	5-more	more	med	low	unacc
low	v-high	5-more	more	med	med	acc
low	v-high	5-more	more	med	high	acc
low	v-high	5-more	more	big	low	unacc
low	v-high	5-more	more	big	med	acc
low	v-high	5-more	more	big	high	acc
low	high	2	2	small	low	unacc
low	high	2	2	small	med	unacc
low	high	2	2	small	high	unacc
low	high	2	2	med	low	unacc
low	high	2	2	med	med	unacc
low	high	2	2	med	high	unacc
low	high	2	2	big	low	unacc
low	high	2	2	big	med	unacc
low	high	2	2	big	high	unacc
low	high	2	4	small	low	unacc
low	high	2	4	small	med	acc
low	high	2	4	small	high	acc
low	high	2	4	med	low	unacc
low	high	2	4	med	med	acc
low	high	2	4	med	high	acc
low	high	2	4	big	low	unacc
low	high	2	4	big	med	acc
low	high	2	4	big	high	v-good
low	high	2	more	small	low	unacc
low	high	2	more	small	med	unacc
low	high	2	more	small	high	unacc
low	high	2	more	med	low	unacc
low	high	2	more	med	med	acc
low	high	2	more	med	high	acc
low	high	2	more	big	low	unacc
low	high	2	more	big	med	acc
low	high	2	more	big	high	v-good
low	high	3	2	small	low	unacc
low	high	3	2	small	med	unacc
low	high	3	2	small	high	unacc
low	high	3	2	med	low	unacc
low	high	3	2	med	med	unacc
low	high	3	2	med	high	unacc
low	high	3	2	big	low	unacc
low	high	3	2	big	med	unacc
low	high	3	2	big	high	unacc
low	high	3	4	small	low	unacc
low	high	3	4	small	med	acc
low	high	3	4	small	high	acc
low	high	3	4	med	low	unacc
low	high	3	4	med	med	acc
low	high	3	4	med	high	acc
low	high	3	4	big	low	unacc
low	high	3	4	big	med	acc
low	high	3	4	big	high	v-good
low	high	3	more	small	low	unacc
low	high	3	more	small	med	acc
low	high	3	more	small	high	acc
low	high	3	more	med	low	unacc
low	high	3	more	med	med	acc
low	high	3	more	med	high	v-good
low	high	3	more	big	low	unacc
low	high	3	more	big	med	acc
low	high	3	more	big	high	v-good
low	high	4	2	small	low	unacc
low	high	4	2	small	med	unacc
low	high	4	2	small	high	unacc
low	high	4	2	med	low	unacc
low	high	4	2	med	med	unacc
low	high	4	2	med	high	unacc
low	high	4	2	big	low	unacc
low	high	4	2	big	med	unacc
low	high	4	2	big	high	unacc
low	high	4	4	small	low	unacc
low	high	4	4	small	med	acc
low	high	4	4	small	high	acc
low	high	4	4	med	low	unacc
low	high	4	4	med	med	acc
low	high	4	4	med	high	v-good
low	high	4	4	big	low	unacc
low	high	4	4	big	med	acc
low	high	4	4	big	high	v-good
low	high	4	more	small	low	unacc
low	high	4	more	small	med	acc
low	high	4	more	small	high	acc
low	high	4	more	med	low	unacc
low	high	4	more	med	med	acc
low	high	4	more	med	high	v-good
low	high	4	more	big	low	unacc
low	high	4	more	big	med	acc
low	high	4	more	big	high	v-good
low	high	5-more	2	small	low	unacc
low	high	5-more	2	small	med	unacc
low	high	5-more	2	small	high	unacc
low	high	5-more	2	med	low	unacc
low	high	5-more	2	med	med	unacc
low	high	5-more	2	med	high	unacc
low	high	5-more	2	big	low	unacc
low	high	5-more	2	big	med	unacc
low	high	5-more	2	big	high	unacc
low	high	5-more	4	small	low	unacc
low	high	5-more	4	small	med	acc
low	high	5-more	4	small	high	acc
low	high	5-more	4	med	low	unacc
low	high	5-more	4	med	med	acc
low	high	5-more	4	med	high	v-good
low	high	5-more	4	big	low	unacc
low	high	5-more	4	big	med	acc
low	high	5-more	4	big	high	v-good
low	high	5-more	more	small	low	unacc
low	high	5-more	more	small	med	acc
low	high	5-more	more	small	high	acc
low	high	5-more	more	med	low	unacc
low	high	5-more	more	med	med	acc
low	high	5-more	more	med	high	v-good
low	high	5-more	more	big	low	unacc
low	high	5-more	more	big	med	acc
low	high	5-more	more	big	high	v-good
low	med	2	2	small	low	unacc
low	med	2	2	small	med	unacc
low	med	2	2	small	high	unacc
low	med	2	2	med	low	unacc
low	med	2	2	med	med	unacc
low	med	2	2	med	high	unacc
low	med	2	2	big	low	unacc
low	med	2	2	big	med	unacc
low	med	2	2	big	high	unacc
low	med	2	4	small	low	unacc
low	med	2	4	small	med	acc
low	med	2	4	small	high	good
low	med	2	4	med	low	unacc
low	med	2	4	med	med	acc
low	med	2	4	med	high	good
low	med	2	4	big	low	unacc
low	med	2	4	big	med	good
low	med	2	4	big	high	v-good
low	med	2	more	small	low	unacc
low	med	2	more	small	med	unacc
low	med	2	more	small	high	unacc
low	med	2	more	med	low	unacc
low	med	2	more	med	med	acc
low	med	2	more	med	high	good
low	med	2	more	big	low	unacc
low	med	2	more	big	med	good
low	med	2	more	big	high	v-good
low	med	3	2	small	low	unacc
low	med	3	2	small	med	unacc
low	med	3	2	small	high	unacc
low	med	3	2	med	low	unacc
low	med	3	2	med	med	unacc
low	med	3	2	med	high	unacc
low	med	3	2	big	low	unacc
low	med	3	2	big	med	unacc
low	med	3	2	big	high	unacc
low	med	3	4	small	low	unacc
low	med	3	4	small	med	acc
low	med	3	4	small	high	good
low	med	3	4	med	low	unacc
low	med	3	4	med	med	acc
low	med	3	4	med	high	good
low	med	3	4	big	low	unacc
low	med	3	4	big	med	good
low	med	3	4	big	high	v-good
low	med	3	more	small	low	unacc
low	med	3	more	small	med	acc
low	med	3	more	small	high	good
low	med	3	more	med	low	unacc
low	med	3	more	med	med	good
low	med	3	more	med	high	v-good
low	med	3	more	big	low	unacc
low	med	3	more	big	med	good
low	med	3	more	big	high	v-good
low	med	4	2	small	low	unacc
low	med	4	2	small	med	unacc
low	med	4	2	small	high	unacc
low	med	4	2	med	low	unacc
low	med	4	2	med	med	unacc
low	med	4	2	med	high	unacc
low	med	4	2	big	low	unacc
low	med	4	2	big	med	unacc
low	med	4	2	big	high	unacc
low	med	4	4	small	low	unacc
low	med	4	4	small	med	acc
low	med	4	4	small	high	good
low	med	4	4	med	low	unacc
low	med	4	4	med	med	good
low	med	4	4	med	high	v-good
low	med	4	4	big	low	unacc
low	med	4	4	big	med	good
low	med	4	4	big	high	v-good
low	med	4	more	small	low	unacc
low	med	4	more	small	med	acc
low	med	4	more	small	high	good
low	med	4	more	med	low	unacc
low	med	4	more	med	med	good
low	med	4	more	med	high	v-good
low	med	4	more	big	low	unacc
low	med	4	more	big	med	good
low	med	4	more	big	high	v-good
low	med	5-more	2	small	low	unacc
low	med	5-more	2	small	med	unacc
low	med	5-more	2	small	high	unacc
low	med	5-more	2	med	low	unacc
low	med	5-more	2	med	med	unacc
low	med	5-more	2	med	high	unacc
low	med	5-more	2	big	low	unacc
low	med	5-more	2	big	med	unacc
low	med	5-more	2	big	high	unacc
low	med	5-more	4	small	low	unacc
low	med	5-more	4	small	med	acc
low	med	5-more	4	small	high	good
low	med	5-more	4	med	low	unacc
low	med	5-more	4	med	med	good
low	med	5-more	4	med	high	v-good
low	med	5-more	4	big	low	unacc
low	med	5-more	4	big	med	good
low	med	5-more	4	big	high	v-good
low	med	5-more	more	small	low	unacc
low	med	5-more	more	small	med	acc
